所属板块,板块涨跌幅,主力净流入,主力净流入占比,资金排名,板块资金标签,隔夜建议,板块股票数,板块上涨数,板块平均涨跌幅,龙头涨幅,板块广度,板块近5日平均涨幅,板块近5日样本数,板块近5日排名,板块当日资金排名,板块数据状态,生成时间,板块轮动状态,板块操作建议,DS盘面判断,DS操作指引,DS风险提示,DS固定持仓提示,DS状态
工程机械整机,0.38,-47801188.0,-3.62,366,资金流出,涨但资金未跟，谨慎,19,4,-1.87,1.68,21.05,-2.15,19,106,366,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
钨,-0.66,-49736952.0,-3.38,369,资金流出,资金未去，避免隔夜,4,2,-1.41,4.56,50.0,-9.35,4,199,369,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
农药,-0.19,-49956698.0,-4.93,370,资金流出,资金未去，避免隔夜,30,0,-2.59,-0.96,0.0,-2.68,30,128,370,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
产业地产,-0.32,-54159110.0,-6.6,377,资金流出,资金未去，避免隔夜,8,1,-2.09,0.79,12.5,-4.4,8,177,377,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
油气及炼化工程,-1.97,-58447066.0,-5.9,381,资金流出,资金未去，避免隔夜,6,0,-2.56,-1.59,0.0,-8.22,6,198,381,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
化学纤维,0.33,-60811545.0,-6.78,383,资金流出,涨但资金未跟，谨慎,19,2,-3.0,0.58,10.53,-1.28,19,79,383,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
稀土,0.7,-61040531.0,-6.48,384,资金流出,涨但资金未跟，谨慎,4,2,1.68,10.01,50.0,4.63,4,10,384,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
美容护理,0.29,-64378411.0,-5.0,386,资金流出,涨但资金未跟，谨慎,16,6,-0.93,9.44,37.5,-1.48,16,86,386,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
体外诊断,0.43,-64872954.0,-4.25,387,资金流出,涨但资金未跟，谨慎,37,8,-1.3,12.05,21.62,-1.25,37,76,387,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
医院,-0.15,-69276381.0,-7.13,390,资金流出,资金未去，避免隔夜,14,2,-2.13,1.36,14.29,-3.14,14,140,390,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
白色家电,-0.14,-69344159.0,-4.5,391,资金流出,资金未去，避免隔夜,6,0,-2.02,-0.3,0.0,-2.51,6,118,391,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
空调,-0.39,-75887083.0,-6.22,393,资金流出,资金未去，避免隔夜,3,1,-0.18,0.6,33.33,-2.58,3,122,393,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
航海装备Ⅲ,0.37,-77310980.0,-5.62,394,资金流出,涨但资金未跟，谨慎,10,2,-2.04,1.03,20.0,-4.24,10,175,394,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
通信工程及服务,1.44,-78783160.0,-6.61,396,资金流出,涨但资金未跟，谨慎,15,2,-2.73,10.0,13.33,-4.99,15,188,396,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
膜材料,-0.06,-81187527.0,-3.24,399,资金流出,资金未去，避免隔夜,20,3,-4.15,2.82,15.0,-0.3,20,53,399,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
医疗器械,0.25,-82072688.0,-1.69,402,资金流出,涨但资金未跟，谨慎,86,24,-0.68,20.0,27.91,-1.31,86,81,402,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
中药Ⅱ,0.68,-82591668.0,-2.43,404,资金流出,涨但资金未跟，谨慎,59,17,-0.63,4.46,28.81,-0.93,59,64,404,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
塑料,0.44,-84572560.0,-1.5,405,资金流出,涨但资金未跟，谨慎,37,12,-1.07,6.72,32.43,2.55,37,21,405,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
股份制银行Ⅲ,0.48,-85249872.0,-2.83,406,资金流出,涨但资金未跟，谨慎,9,3,0.05,1.84,33.33,0.61,9,43,406,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
铅锌,0.16,-100845722.0,-10.19,409,资金流出,涨但资金未跟，谨慎,11,2,-3.26,7.94,18.18,1.25,11,33,409,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
城商行Ⅲ,0.57,-105999216.0,-4.65,411,资金流出,涨但资金未跟，谨慎,17,4,-0.47,1.13,23.53,-1.37,17,82,411,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
轻工制造,0.57,-110070827.0,-2.6,414,资金流出,涨但资金未跟，谨慎,58,10,-1.95,10.01,17.24,-2.59,58,123,414,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
文字媒体,-1.59,-112615427.0,-8.45,415,资金流出,资金未去，避免隔夜,2,2,6.56,10.0,100.0,1.26,2,32,415,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
通信服务,1.26,-113460400.0,-2.28,417,资金流出,涨但资金未跟，谨慎,19,6,-1.64,5.53,31.58,-1.81,19,93,417,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
商贸零售,0.77,-139337792.0,-2.79,421,资金流出,涨但资金未跟，谨慎,58,21,-0.16,10.12,36.21,1.08,58,36,421,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
建筑装饰,0.97,-141000592.0,-1.38,423,资金流出,涨但资金未跟，谨慎,91,16,-1.94,10.01,17.58,-2.48,91,117,423,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
LED,0.53,-146207658.0,-8.08,425,资金流出,涨但资金未跟，谨慎,28,10,-0.76,6.97,35.71,2.08,28,26,425,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
汽车零部件,0.79,-150148912.0,-1.16,428,资金流出,涨但资金未跟，谨慎,1,0,-2.96,-2.96,0.0,-8.0,1,197,428,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
乘用车,-0.67,-160751424.0,-5.57,429,资金流出,资金未去，避免隔夜,8,0,-1.85,-0.32,0.0,-2.61,8,124,429,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
石油石化,0.1,-162754976.0,-3.42,430,资金流出,涨但资金未跟，谨慎,29,1,-2.97,0.56,3.45,-4.6,29,182,430,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
农化制品,-0.17,-177511734.0,-5.09,432,资金流出,资金未去，避免隔夜,27,5,-1.99,5.69,18.52,-1.24,27,75,432,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
铝,-0.11,-186509168.0,-4.51,433,资金流出,资金未去，避免隔夜,29,6,-2.39,5.51,20.69,2.46,29,22,433,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
能源金属,-0.98,-192881140.0,-7.0,436,资金流出,资金未去，避免隔夜,9,1,-1.64,1.82,11.11,-2.08,9,100,436,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
房地产,0.34,-205073608.0,-4.82,438,资金流出,涨但资金未跟，谨慎,64,6,-2.24,10.0,9.38,-1.13,64,70,438,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
化学原料,0.23,-206361835.0,-5.4,439,资金流出,涨但资金未跟，谨慎,25,3,-2.44,3.22,12.0,-1.64,25,91,439,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
其他电子Ⅲ,-0.46,-216428080.0,-4.62,441,资金流出,资金未去，避免隔夜,33,13,-1.04,5.61,39.39,5.08,33,6,441,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
门户网站,-0.37,-237194320.0,-9.26,442,资金流出,资金未去，避免隔夜,1,0,-1.61,-1.61,0.0,-5.35,1,191,442,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
软件开发,0.32,-241486848.0,-1.06,443,资金流出,涨但资金未跟，谨慎,89,15,-2.45,11.83,16.85,-1.54,89,87,443,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
电池化学品,-0.56,-266999900.0,-5.93,444,资金流出,资金未去，避免隔夜,39,10,-1.08,7.39,25.64,-2.29,39,113,444,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
面板,-0.13,-299836544.0,-5.94,448,资金流出,资金未去，避免隔夜,36,14,-0.39,10.01,38.89,4.75,36,8,448,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
化学制剂,0.01,-301497216.0,-4.28,449,资金流出,涨但资金未跟，谨慎,102,24,-1.18,4.46,23.53,-3.11,102,139,449,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
氟化工,-0.88,-303454534.0,-10.84,450,资金流出,资金未去，避免隔夜,9,1,-3.69,1.92,11.11,1.36,9,30,450,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
化学制药,0.15,-322742176.0,-3.67,451,资金流出,涨但资金未跟，谨慎,39,6,-1.59,8.61,15.38,-3.74,39,158,451,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
通用设备,1.11,-328536128.0,-1.63,452,资金流出,涨但资金未跟，谨慎,180,35,-2.41,10.0,19.44,-1.99,180,96,452,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
银行Ⅱ,0.38,-332434064.0,-3.64,454,资金流出,涨但资金未跟，谨慎,16,0,-0.82,0.0,0.0,-1.13,16,70,454,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
